                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.9822,                 3.7389,                 4.2337,                0.00272,                0.95455,                0.02164,                0.00865,                 2.4086,                 3.7574,                 4.1492,                 0.0955,                 0.0005,                 0.0005
                      1,                 2.9508,                 3.7761,                 4.2336,                0.00273,                0.95455,                0.02411,                0.00981,                 2.3951,                 3.7568,                 4.1383,               0.090089,              0.0010891,              0.0010891
                      2,                 2.8819,                 3.6391,                 4.2322,                0.00273,                0.95455,                0.03166,                0.00993,                 2.3821,                 3.7507,                 4.1264,               0.084666,              0.0016663,              0.0016663
                      3,                 2.8495,                 3.6557,                 4.2116,                0.00271,                0.95455,                0.03209,                 0.0118,                 2.3737,                 3.7488,                 4.1181,               0.079232,              0.0022317,              0.0022317
                      4,                 2.9116,                 3.5628,                 4.1942,                0.00271,                0.95455,                0.03088,                0.01122,                 2.3645,                 3.7473,                 4.1087,               0.073785,              0.0027852,              0.0027852
                      5,                 2.9102,                  3.529,                 4.1725,                0.00271,                0.95455,                0.03461,                0.01216,                 2.3532,                 3.7461,                 4.0982,               0.068327,              0.0033267,              0.0033267
                      6,                 2.9584,                 3.5761,                 4.1745,                0.00272,                0.95455,                0.05492,                 0.0172,                 2.3424,                 3.7427,                  4.088,               0.062856,              0.0038565,              0.0038565
                      7,                 2.9296,                 3.5344,                 4.1591,                0.00271,                0.95455,                0.06457,                0.01904,                 2.3319,                 3.7428,                 4.0778,               0.057374,              0.0043743,              0.0043743
                      8,                 2.9236,                 3.5096,                 4.1449,                0.00272,                0.95455,                0.07353,                0.02329,                 2.3165,                 3.7475,                 4.0666,                0.05188,              0.0048802,              0.0048802
                      9,                   2.84,                   3.46,                 4.1412,                0.00272,                0.95455,                0.06125,                0.01937,                 2.3059,                 3.7493,                 4.0576,               0.046374,              0.0053743,              0.0053743
                     10,                 2.8699,                 3.5211,                 4.1061,                0.00211,                0.63636,                0.06367,                0.01974,                 2.2949,                 3.7519,                 4.0473,               0.040857,              0.0058565,              0.0058565
                     11,                 2.9092,                  3.487,                 4.0919,                  0.002,                0.59091,                0.06248,                0.01872,                 2.2843,                 3.7621,                  4.036,               0.035327,              0.0063268,              0.0063268
                     12,                 2.8811,                 3.5041,                  4.094,                0.00211,                0.63636,                0.09214,                 0.0264,                 2.2751,                 3.7717,                  4.024,               0.029785,              0.0067852,              0.0067852
                     13,                 2.8864,                 3.5044,                 4.0825,                0.00211,                0.63636,                0.13047,                0.03427,                 2.2685,                 3.7721,                 4.0117,               0.024232,              0.0072318,              0.0072318
                     14,                 2.8641,                 3.4893,                 4.0572,                0.00212,                0.63636,                0.12726,                0.03253,                 2.2645,                  3.775,                 4.0047,               0.018666,              0.0076665,              0.0076665
                     15,                 2.9061,                 3.4516,                 4.0363,                0.00203,                0.59091,                 0.1118,                 0.0295,                   2.26,                 3.7868,                 3.9913,               0.013089,              0.0080892,              0.0080892
                     16,                 2.7381,                 3.4737,                 4.0425,                0.00217,                0.63636,                0.08911,                 0.0289,                 2.2606,                 3.7889,                  3.984,               0.008416,               0.008416,               0.008416
                     17,                 2.8852,                  3.418,                 4.0244,                0.00215,                0.63636,                0.05954,                0.02546,                 2.2595,                 3.7798,                 3.9715,               0.008416,               0.008416,               0.008416
                     18,                 2.9748,                 3.4422,                 4.0118,                0.00248,                0.72727,                0.03753,                0.01652,                 2.2661,                 3.7639,                   4.07,               0.008317,               0.008317,               0.008317
                     19,                  2.961,                 3.4296,                 4.0089,                0.00242,                0.68182,                0.04036,                0.01611,                 2.2355,                 3.7574,                  4.463,               0.008218,               0.008218,               0.008218
                     20,                 2.8032,                 3.4877,                 3.9898,                0.50784,                0.01235,                 0.0179,                0.00783,                 2.2717,                 3.8023,                 4.6177,               0.008119,               0.008119,               0.008119
                     21,                 2.8811,                 3.4341,                 3.9739,                0.00241,                0.71493,                0.02036,                0.00748,                 2.2853,                 3.9314,                  4.265,                0.00802,                0.00802,                0.00802
                     22,                 2.7573,                 3.3907,                 3.9423,                0.00292,                0.86364,                0.02379,                0.00871,                 2.3043,                 3.7131,                 4.5486,               0.007921,               0.007921,               0.007921
                     23,                 2.7728,                 3.3355,                 3.8824,                0.01004,                0.03277,                0.01642,                0.00566,                 2.2955,                 4.0242,                 5.1203,               0.007822,               0.007822,               0.007822
                     24,                   2.87,                 3.4531,                 3.8818,                0.01169,                 0.0679,                0.01088,                0.00429,                 2.3476,                 11.098,                 4.9936,               0.007723,               0.007723,               0.007723
                     25,                 2.6987,                 3.3152,                 3.8015,                0.00765,                0.06173,                0.01348,                0.00564,                 2.2864,                 3.8897,                 4.0905,               0.007624,               0.007624,               0.007624
                     26,                 2.8013,                 3.2794,                 3.7891,                0.00664,                0.48765,                0.01551,                0.00616,                 2.3471,                 3.5973,                 4.3083,               0.007525,               0.007525,               0.007525
                     27,                 2.7334,                 3.2272,                 3.7331,                0.50426,                0.07407,                0.01937,                0.00752,                 2.2251,                 4.3602,                 4.3054,               0.007426,               0.007426,               0.007426
                     28,                 2.8004,                 3.1934,                 3.7169,                0.51905,                0.05556,                0.04063,                0.01627,                 2.1473,                 3.4672,                 4.0934,               0.007327,               0.007327,               0.007327
                     29,                 2.8598,                  3.226,                  3.709,                0.56133,                0.11728,                0.06318,                0.02352,                 2.0685,                 3.9516,                 3.5637,               0.007228,               0.007228,               0.007228
                     30,                 2.7304,                 3.1717,                 3.6357,                0.57767,                0.11728,                0.07706,                0.03193,                  2.121,                 3.7957,                 3.5904,               0.007129,               0.007129,               0.007129
                     31,                 2.7851,                 3.1602,                 3.6298,                0.54224,                0.17901,                0.03681,                0.01448,                 2.0626,                 4.8022,                 3.6055,                0.00703,                0.00703,                0.00703
                     32,                 2.6856,                 3.0985,                 3.5619,                0.53342,                0.15432,                0.02599,                0.00996,                 2.1469,                 6.8129,                 3.6907,               0.006931,               0.006931,               0.006931
                     33,                 2.7115,                 3.1083,                 3.5549,                0.62174,                0.17284,                0.09802,                0.03486,                 2.1925,                 4.3953,                 3.3354,               0.006832,               0.006832,               0.006832
                     34,                 2.7106,                 3.1295,                 3.5272,                0.57626,                0.14198,                0.07617,                0.02654,                 2.2077,                 4.5626,                 3.3877,               0.006733,               0.006733,               0.006733
                     35,                 2.5579,                 3.0845,                 3.3959,                0.58561,                0.16049,                0.07135,                0.02183,                 2.2671,                 4.8612,                 3.5072,               0.006634,               0.006634,               0.006634
                     36,                  2.745,                  3.091,                 3.4617,                0.13283,                0.16667,                0.08893,                0.02897,                 2.2915,                 4.7185,                 3.5125,               0.006535,               0.006535,               0.006535
                     37,                 2.6908,                 3.0537,                 3.4579,                0.63704,                0.20988,                0.13236,                0.04888,                 2.2049,                 3.9393,                 3.2277,               0.006436,               0.006436,               0.006436
                     38,                 2.7628,                 3.0647,                 3.4349,                0.61209,                0.17302,                0.12007,                0.03845,                 2.2606,                 4.4293,                 3.2788,               0.006337,               0.006337,               0.006337
                     39,                 2.7163,                 2.9472,                 3.4157,                0.63497,                0.14198,                0.16509,                0.06076,                 2.3371,                  4.361,                 3.4826,               0.006238,               0.006238,               0.006238
                     40,                 2.8094,                 3.0206,                 3.4415,                0.60474,                0.08642,                0.09985,                0.03358,                 2.3579,                 3.9952,                 3.7245,               0.006139,               0.006139,               0.006139
                     41,                  2.621,                 3.0267,                 3.3315,                 0.6394,                0.08642,                0.06257,                0.01547,                 2.4553,                 4.7716,                 3.8356,                0.00604,                0.00604,                0.00604
                     42,                 2.6718,                 2.9363,                 3.3816,                 0.6215,                0.09259,                0.06553,                0.01923,                 2.4616,                 5.1955,                 3.7102,               0.005941,               0.005941,               0.005941
                     43,                  2.631,                 2.9241,                 3.2958,                0.57615,                0.11111,                0.04605,                0.00999,                 2.5362,                 7.1436,                 3.7429,               0.005842,               0.005842,               0.005842
                     44,                   2.72,                 2.9634,                 3.3684,                0.60625,                0.10494,                0.06146,                0.01656,                 2.4274,                 5.0283,                 3.5015,               0.005743,               0.005743,               0.005743
                     45,                 2.6583,                 2.9438,                 3.3149,                0.65074,                0.17284,                0.17035,                0.05663,                 2.3418,                 5.3197,                 3.2728,               0.005644,               0.005644,               0.005644
                     46,                 2.7211,                 2.9408,                 3.2617,                0.62968,                0.17284,                0.14205,                0.04662,                 2.3866,                 6.8337,                 3.2849,               0.005545,               0.005545,               0.005545
                     47,                 2.6403,                   2.94,                 3.2923,                0.67996,                0.20988,                0.16723,                0.05345,                 2.4325,                 6.5439,                 3.3775,               0.005446,               0.005446,               0.005446
                     48,                 2.6273,                 3.0044,                 3.2782,                0.66341,                0.22177,                0.17684,                0.05902,                 2.4226,                 6.5307,                 3.3382,               0.005347,               0.005347,               0.005347
                     49,                 2.6456,                 2.9484,                 3.2451,                0.62572,                0.27778,                0.12944,                0.03917,                 2.4077,                 6.1191,                 3.2302,               0.005248,               0.005248,               0.005248
                     50,                 2.5947,                 2.7967,                  3.226,                0.65581,                 0.2716,                0.17315,                0.05453,                 2.2449,                  5.416,                 3.0096,               0.005149,               0.005149,               0.005149
                     51,                 2.6335,                 2.9352,                 3.2499,                0.57732,                0.17284,                0.10033,                0.03278,                 2.2189,                 4.0598,                 2.9493,                0.00505,                0.00505,                0.00505
                     52,                  2.555,                 2.7485,                 3.1767,                0.62897,                0.27778,                0.13677,                0.05648,                 2.2065,                  5.519,                 2.9451,               0.004951,               0.004951,               0.004951
                     53,                 2.4016,                 2.8401,                 3.1305,                0.65184,                0.19753,                0.17428,                0.07379,                 2.0913,                 4.5205,                 2.9173,               0.004852,               0.004852,               0.004852
                     54,                 2.5542,                 2.7696,                 3.1416,                 0.6617,                0.17901,                0.17145,                0.07006,                 2.0867,                 6.7032,                 2.9181,               0.004753,               0.004753,               0.004753
                     55,                 2.5163,                 2.7814,                 3.1431,                0.65634,                0.22222,                0.15571,                0.06245,                  2.127,                   6.12,                 2.9818,               0.004654,               0.004654,               0.004654
                     56,                 2.4272,                 2.7496,                 3.0913,                0.60052,                0.20988,                0.11414,                 0.0432,                 2.0924,                 4.7223,                 2.9097,               0.004555,               0.004555,               0.004555
                     57,                 2.4383,                 2.6799,                 3.0144,                0.64301,                0.22222,                0.18279,                0.06488,                 2.1021,                 4.0457,                 2.8695,               0.004456,               0.004456,               0.004456
                     58,                 2.4182,                 2.6456,                  2.984,                0.64198,                0.17901,                0.16499,                 0.0624,                 2.1047,                 4.7271,                 2.8447,               0.004357,               0.004357,               0.004357
                     59,                 2.4105,                 2.6798,                 3.0287,                0.69956,                0.18519,                0.17128,                0.06308,                 2.0855,                 3.7575,                 2.8142,               0.004258,               0.004258,               0.004258
                     60,                 2.3944,                 2.7086,                 2.9825,                 0.7014,                0.17901,                0.22843,                0.09113,                 2.0244,                 3.4788,                 2.7989,               0.004159,               0.004159,               0.004159
                     61,                 2.3846,                  2.791,                 3.0273,                0.69044,                0.26543,                 0.2282,                0.09386,                 1.9558,                 3.5839,                 2.7259,                0.00406,                0.00406,                0.00406
                     62,                 2.2765,                 2.6522,                 2.9661,                0.64753,                0.30487,                0.19511,                0.07815,                 1.9948,                 3.3886,                 2.7284,               0.003961,               0.003961,               0.003961
                     63,                 2.4533,                  2.699,                  2.947,                0.64909,                0.25309,                 0.1919,                0.07517,                 1.9923,                  3.023,                 2.7143,               0.003862,               0.003862,               0.003862
                     64,                 2.4037,                 2.5921,                 2.9161,                0.67602,                0.25309,                0.22224,                0.08512,                 1.9997,                 3.0282,                 2.7178,               0.003763,               0.003763,               0.003763
                     65,                  2.315,                 2.5022,                 2.9148,                0.68595,                0.29012,                0.25117,                0.09757,                 2.0286,                 3.0116,                 2.7196,               0.003664,               0.003664,               0.003664
                     66,                 2.2763,                 2.6441,                 2.9131,                0.72521,                0.25309,                  0.282,                0.10513,                 2.0559,                 2.9245,                 2.7175,               0.003565,               0.003565,               0.003565
                     67,                 2.2896,                 2.4801,                 2.8754,                0.69036,                0.32099,                0.29607,                0.12489,                 2.0759,                 2.7813,                 2.7406,               0.003466,               0.003466,               0.003466
                     68,                  2.322,                 2.6477,                 2.9165,                0.73394,                0.28395,                0.32771,                0.13538,                 2.0574,                 2.6364,                  2.728,               0.003367,               0.003367,               0.003367
                     69,                 2.3012,                 2.5665,                  2.898,                0.71427,                 0.3472,                0.30979,                0.12001,                 2.0766,                 2.7549,                 2.7261,               0.003268,               0.003268,               0.003268
                     70,                 2.2879,                 2.4665,                 2.9107,                0.71597,                0.33325,                0.27677,                0.10035,                 2.0633,                 2.9198,                  2.717,               0.003169,               0.003169,               0.003169
                     71,                 2.3086,                 2.4675,                 2.8478,                0.74862,                0.33951,                0.27623,                0.11171,                 2.0299,                 2.7404,                 2.6964,                0.00307,                0.00307,                0.00307
                     72,                 2.2472,                 2.5418,                 2.8466,                0.74402,                0.29012,                0.27092,                0.10475,                 2.0817,                 2.9661,                 2.7348,               0.002971,               0.002971,               0.002971
                     73,                 2.2042,                 2.5285,                 2.7725,                0.73189,                0.33951,                0.30275,                  0.123,                 1.9688,                 2.4377,                 2.6501,               0.002872,               0.002872,               0.002872
                     74,                 2.1331,                 2.4041,                 2.7548,                0.75446,                0.33333,                 0.3269,                0.14145,                 1.9119,                 2.2389,                 2.6215,               0.002773,               0.002773,               0.002773
                     75,                 2.1512,                 2.4977,                 2.7662,                0.72055,                0.32099,                0.30409,                0.12078,                 1.9501,                   2.26,                 2.6454,               0.002674,               0.002674,               0.002674
                     76,                 2.1468,                 2.4257,                 2.7487,                0.74878,                0.28395,                0.29863,                0.11205,                 1.9965,                 2.3788,                 2.6779,               0.002575,               0.002575,               0.002575
                     77,                   2.21,                  2.455,                   2.74,                0.77967,                 0.2284,                0.28906,                0.09366,                 2.1419,                 2.5337,                 2.7636,               0.002476,               0.002476,               0.002476
                     78,                 2.2738,                 2.4147,                 2.7839,                0.72726,                0.26233,                0.26472,                0.08906,                 2.2305,                 2.7828,                 2.8267,               0.002377,               0.002377,               0.002377
                     79,                 2.1503,                 2.3032,                 2.7104,                0.78825,                0.31931,                0.33132,                0.11438,                 2.1404,                 2.7857,                 2.7294,               0.002278,               0.002278,               0.002278
                     80,                 2.0831,                 2.2788,                 2.6833,                0.84306,                0.31036,                0.37698,                0.13745,                  2.099,                 2.7096,                 2.6934,               0.002179,               0.002179,               0.002179
                     81,                 2.1231,                 2.2548,                 2.7175,                0.85571,                0.36524,                 0.4233,                 0.1796,                  1.928,                 2.6434,                  2.591,                0.00208,                0.00208,                0.00208
                     82,                 2.0511,                 2.2933,                 2.6483,                0.87413,                0.34568,                 0.4388,                0.20165,                  1.818,                 2.4779,                 2.5296,               0.001981,               0.001981,               0.001981
                     83,                 2.1179,                 2.3727,                 2.6813,                0.87643,                0.38272,                0.43869,                0.20587,                 1.7947,                 2.3792,                 2.5072,               0.001882,               0.001882,               0.001882
                     84,                 2.0621,                  2.381,                 2.7169,                0.86285,                0.40123,                0.44632,                0.21357,                 1.7501,                 2.2536,                 2.4808,               0.001783,               0.001783,               0.001783
                     85,                 2.0555,                 2.2835,                  2.686,                0.86605,                0.38889,                0.48962,                0.22939,                 1.7274,                 2.2351,                 2.4705,               0.001684,               0.001684,               0.001684
                     86,                 2.0062,                  2.218,                  2.632,                0.87374,                0.38371,                0.44439,                0.20534,                 1.7501,                 2.3244,                 2.4784,               0.001585,               0.001585,               0.001585
                     87,                 2.0235,                 2.2947,                 2.6433,                0.89015,                0.37654,                0.43107,                0.18234,                 1.8037,                 2.3692,                  2.512,               0.001486,               0.001486,               0.001486
                     88,                 2.0141,                 2.3401,                 2.6899,                0.87019,                 0.3873,                0.46027,                0.20882,                 1.7421,                 2.1679,                 2.4742,               0.001387,               0.001387,               0.001387
                     89,                 2.1743,                 2.2695,                 2.6735,                0.89326,                0.38272,                0.50177,                0.22169,                 1.7015,                 1.9502,                 2.4446,               0.001288,               0.001288,               0.001288
                     90,                 2.0119,                 2.1681,                 2.6234,                0.91969,                0.38712,                0.54167,                0.24693,                 1.6863,                 1.8852,                 2.4479,               0.001189,               0.001189,               0.001189
                     91,                 2.0055,                 2.2283,                 2.6532,                 0.9248,                0.37654,                0.53064,                0.24647,                 1.6876,                 1.8974,                 2.4421,                0.00109,                0.00109,                0.00109
                     92,                  2.083,                 2.3063,                 2.6279,                0.93363,                0.37654,                0.50001,                0.23787,                 1.6945,                 1.8971,                 2.4419,               0.000991,               0.000991,               0.000991
                     93,                 1.9417,                 2.2121,                 2.5531,                0.86257,                0.40123,                0.50857,                0.24934,                 1.7013,                 1.9189,                  2.447,               0.000892,               0.000892,               0.000892
                     94,                 2.0384,                 2.3056,                 2.6328,                0.87627,                0.40123,                0.50945,                0.24383,                 1.6974,                 1.9182,                 2.4503,               0.000793,               0.000793,               0.000793
                     95,                 2.0624,                 2.1057,                 2.6261,                0.87738,                0.39897,                0.50894,                0.25259,                 1.6595,                 1.8721,                 2.4266,               0.000694,               0.000694,               0.000694
                     96,                 2.0002,                 2.1557,                 2.5973,                0.87423,                0.40123,                0.51444,                0.25641,                 1.6538,                 1.8714,                 2.4207,               0.000595,               0.000595,               0.000595
                     97,                 2.0132,                 2.1967,                 2.6209,                0.89045,                0.41804,                0.51325,                0.26449,                 1.6181,                 1.8345,                 2.3979,               0.000496,               0.000496,               0.000496
                     98,                 2.0433,                 2.2413,                 2.6393,                0.90178,                0.40123,                0.48053,                0.25801,                 1.6033,                 1.8278,                 2.3886,               0.000397,               0.000397,               0.000397
                     99,                 1.9392,                 2.1254,                 2.5471,                0.90198,                0.38272,                0.47984,                0.25861,                 1.5897,                 1.8234,                 2.3794,               0.000298,               0.000298,               0.000298
